old_label,label,date
hCoV-19/SaudiArabia/KAUST-MAKKAH26/2020|EPI_ISL_678141|2020-03-26|6,hCoV-19/SaudiArabia/KAUST-MAKKAH26/2020|EPI_ISL_678141|2020-03-26|6,2020-03-26
hCoV-19/Turkey/HSGM-1027/2020|EPI_ISL_437317|2020-03-27|1,hCoV-19/Turkey/HSGM-1027/2020|EPI_ISL_437317|2020-03-27|1,2020-03-27
hCoV-19/Benin/1950/2020|EPI_ISL_476830|2020-04-15|1,hCoV-19/Benin/1950/2020|EPI_ISL_476830|2020-04-15|1,2020-04-15
hCoV-19/Tunisia/MHT_2/2020|EPI_ISL_458286|2020-03-24|1,hCoV-19/Tunisia/MHT_2/2020|EPI_ISL_458286|2020-03-24|1,2020-03-24
hCoV-19/SaudiArabia/KAUST-Jeddah70/2020|EPI_ISL_437757|2020-03-30|1,hCoV-19/SaudiArabia/KAUST-Jeddah70/2020|EPI_ISL_437757|2020-03-30|1,2020-03-30
hCoV-19/India/GJ-GBRC13/2020|EPI_ISL_437441|2020-04-26|1,hCoV-19/India/GJ-GBRC13/2020|EPI_ISL_437441|2020-04-26|1,2020-04-26
hCoV-19/India/OR-ILSCV29958/2020|EPI_ISL_481131|2020-05-23|2,hCoV-19/India/OR-ILSCV29958/2020|EPI_ISL_481131|2020-05-23|2,2020-05-23
hCoV-19/India/OR-ILSCV28062/2020|EPI_ISL_481125|2020-05-21|3,hCoV-19/India/OR-ILSCV28062/2020|EPI_ISL_481125|2020-05-21|3,2020-05-21
hCoV-19/India/OR-ILSCV31693/2020|EPI_ISL_481151|2020-05-26|2,hCoV-19/India/OR-ILSCV31693/2020|EPI_ISL_481151|2020-05-26|2,2020-05-26
hCoV-19/SaudiArabia/KAUST-MAKKAH1626/2020|EPI_ISL_678130|2020-04-26|1,hCoV-19/SaudiArabia/KAUST-MAKKAH1626/2020|EPI_ISL_678130|2020-04-26|1,2020-04-26
hCoV-19/Bangladesh/BARJ-CVASU-CTG-501/2020|EPI_ISL_450339|2020-05-10|1,hCoV-19/Bangladesh/BARJ-CVASU-CTG-501/2020|EPI_ISL_450339|2020-05-10|1,2020-05-10
hCoV-19/Bangladesh/BARJ-CVASU-CTG-502/2020|EPI_ISL_450340|2020-05-13|2,hCoV-19/Bangladesh/BARJ-CVASU-CTG-502/2020|EPI_ISL_450340|2020-05-13|2,2020-05-13
hCoV-19/Bangladesh/BARJ-CVASU-CTG-506/2020|EPI_ISL_450342|2020-05-08|1,hCoV-19/Bangladesh/BARJ-CVASU-CTG-506/2020|EPI_ISL_450342|2020-05-08|1,2020-05-08
hCoV-19/SaudiArabia/KAUST-MADINAH662/2020|EPI_ISL_678035|2020-04-01|3,hCoV-19/SaudiArabia/KAUST-MADINAH662/2020|EPI_ISL_678035|2020-04-01|3,2020-04-01
hCoV-19/Switzerland/BS-42217210/2020|EPI_ISL_581821|2020-04-02|1,hCoV-19/Switzerland/BS-42217210/2020|EPI_ISL_581821|2020-04-02|1,2020-04-02
hCoV-19/Senegal/618/2020|EPI_ISL_420077|2020-03-20|1,hCoV-19/Senegal/618/2020|EPI_ISL_420077|2020-03-20|1,2020-03-20
hCoV-19/India/OR-RMRC157/2020|EPI_ISL_455758|2020-05-07|1,hCoV-19/India/OR-RMRC157/2020|EPI_ISL_455758|2020-05-07|1,2020-05-07
hCoV-19/India/OR-RMRC103/2020|EPI_ISL_455749|2020-05-06|1,hCoV-19/India/OR-RMRC103/2020|EPI_ISL_455749|2020-05-06|1,2020-05-06
hCoV-19/India/OR-RMRC108/2020|EPI_ISL_455752|2020-05-06|1,hCoV-19/India/OR-RMRC108/2020|EPI_ISL_455752|2020-05-06|1,2020-05-06
hCoV-19/India/OR-RMRC163/2020|EPI_ISL_455763|2020-05-07|1,hCoV-19/India/OR-RMRC163/2020|EPI_ISL_455763|2020-05-07|1,2020-05-07
hCoV-19/India/OR-RMRC159/2020|EPI_ISL_455760|2020-05-07|1,hCoV-19/India/OR-RMRC159/2020|EPI_ISL_455760|2020-05-07|1,2020-05-07
hCoV-19/India/OR-RMRC106/2020|EPI_ISL_455751|2020-05-06|1,hCoV-19/India/OR-RMRC106/2020|EPI_ISL_455751|2020-05-06|1,2020-05-06
hCoV-19/India/OR-ILSCV13929/2020|EPI_ISL_463026|2020-05-10|1,hCoV-19/India/OR-ILSCV13929/2020|EPI_ISL_463026|2020-05-10|1,2020-05-10
hCoV-19/India/OR-RMRC164/2020|EPI_ISL_455764|2020-05-07|4,hCoV-19/India/OR-RMRC164/2020|EPI_ISL_455764|2020-05-07|4,2020-05-07
hCoV-19/India/OR-RMRC171/2020|EPI_ISL_455770|2020-05-07|1,hCoV-19/India/OR-RMRC171/2020|EPI_ISL_455770|2020-05-07|1,2020-05-07
hCoV-19/SaudiArabia/KAUST-Makkah225/2020|EPI_ISL_437722|2020-04-06|3,hCoV-19/SaudiArabia/KAUST-Makkah225/2020|EPI_ISL_437722|2020-04-06|3,2020-04-06
hCoV-19/SaudiArabia/KAUST-Makkah188/2020|EPI_ISL_437705|2020-04-06|1,hCoV-19/SaudiArabia/KAUST-Makkah188/2020|EPI_ISL_437705|2020-04-06|1,2020-04-06
hCoV-19/India/WB-S51/2020|EPI_ISL_455671|2020-05-03|1,hCoV-19/India/WB-S51/2020|EPI_ISL_455671|2020-05-03|1,2020-05-03
hCoV-19/India/OR-ILSCV14831/2020|EPI_ISL_463033|2020-05-10|1,hCoV-19/India/OR-ILSCV14831/2020|EPI_ISL_463033|2020-05-10|1,2020-05-10
hCoV-19/India/OR-ILSCV14847/2020|EPI_ISL_463034|2020-05-10|1,hCoV-19/India/OR-ILSCV14847/2020|EPI_ISL_463034|2020-05-10|1,2020-05-10
hCoV-19/India/OR-ILSCV18556/2020|EPI_ISL_463063|2020-05-13|1,hCoV-19/India/OR-ILSCV18556/2020|EPI_ISL_463063|2020-05-13|1,2020-05-13
hCoV-19/India/WB-IK15/2020|EPI_ISL_508344|2020-04-21|1,hCoV-19/India/WB-IK15/2020|EPI_ISL_508344|2020-04-21|1,2020-04-21
hCoV-19/India/WB-IK6/2020|EPI_ISL_508385|2020-04-03|4,hCoV-19/India/WB-IK6/2020|EPI_ISL_508385|2020-04-03|4,2020-04-03
hCoV-19/India/WB-IK54/2020|EPI_ISL_508380|2020-05-06|2,hCoV-19/India/WB-IK54/2020|EPI_ISL_508380|2020-05-06|2,2020-05-06
hCoV-19/India/WB-IK25/2020|EPI_ISL_508355|2020-04-25|1,hCoV-19/India/WB-IK25/2020|EPI_ISL_508355|2020-04-25|1,2020-04-25
hCoV-19/India/WB-NIBG-IK98/2020|EPI_ISL_653831|2020-05-24|1,hCoV-19/India/WB-NIBG-IK98/2020|EPI_ISL_653831|2020-05-24|1,2020-05-24
hCoV-19/India/WB-IK7/2020|EPI_ISL_508394|2020-04-03|1,hCoV-19/India/WB-IK7/2020|EPI_ISL_508394|2020-04-03|1,2020-04-03
hCoV-19/India/WB-IK60/2020|EPI_ISL_508386|2020-05-07|1,hCoV-19/India/WB-IK60/2020|EPI_ISL_508386|2020-05-07|1,2020-05-07
hCoV-19/India/WB-S19/2020|EPI_ISL_455649|2020-04-20|1,hCoV-19/India/WB-S19/2020|EPI_ISL_455649|2020-04-20|1,2020-04-20
hCoV-19/India/GJ-GBRC198/2020|EPI_ISL_469043|2020-06-08|1,hCoV-19/India/GJ-GBRC198/2020|EPI_ISL_469043|2020-06-08|1,2020-06-08
hCoV-19/SierraLeone/KGH-G-8790/2020|EPI_ISL_512821|2020-04-27|1,hCoV-19/SierraLeone/KGH-G-8790/2020|EPI_ISL_512821|2020-04-27|1,2020-04-27
hCoV-19/SierraLeone/KGH-G-8625/2020|EPI_ISL_512816|2020-04-10|1,hCoV-19/SierraLeone/KGH-G-8625/2020|EPI_ISL_512816|2020-04-10|1,2020-04-10
hCoV-19/SierraLeone/KGH-G-8626/2020|EPI_ISL_512817|2020-04-10|1,hCoV-19/SierraLeone/KGH-G-8626/2020|EPI_ISL_512817|2020-04-10|1,2020-04-10
hCoV-19/SierraLeone/KGH-G-8669/2020|EPI_ISL_512820|2020-04-14|1,hCoV-19/SierraLeone/KGH-G-8669/2020|EPI_ISL_512820|2020-04-14|1,2020-04-14
hCoV-19/India/MH-NIV-4369/2020|EPI_ISL_454531|2020-03-22|1,hCoV-19/India/MH-NIV-4369/2020|EPI_ISL_454531|2020-03-22|1,2020-03-22
hCoV-19/India/MH-NIV-5109/2020|EPI_ISL_452204|2020-03-26|1,hCoV-19/India/MH-NIV-5109/2020|EPI_ISL_452204|2020-03-26|1,2020-03-26
hCoV-19/India/MH-NIV-5102/2020|EPI_ISL_454536|2020-03-26|1,hCoV-19/India/MH-NIV-5102/2020|EPI_ISL_454536|2020-03-26|1,2020-03-26
hCoV-19/India/MH-NIV-5104/2020|EPI_ISL_454537|2020-03-26|1,hCoV-19/India/MH-NIV-5104/2020|EPI_ISL_454537|2020-03-26|1,2020-03-26
hCoV-19/India/MH-NIV-4622/2020|EPI_ISL_454534|2020-03-24|1,hCoV-19/India/MH-NIV-4622/2020|EPI_ISL_454534|2020-03-24|1,2020-03-24
hCoV-19/India/MH-NIV-5119/2020|EPI_ISL_452205|2020-03-26|1,hCoV-19/India/MH-NIV-5119/2020|EPI_ISL_452205|2020-03-26|1,2020-03-26
hCoV-19/India/GJ-GBRC208a/2020|EPI_ISL_475035|2020-06-11|1,hCoV-19/India/GJ-GBRC208a/2020|EPI_ISL_475035|2020-06-11|1,2020-06-11
hCoV-19/India/GJ-GBRC259/2020|EPI_ISL_483850|2020-06-11|1,hCoV-19/India/GJ-GBRC259/2020|EPI_ISL_483850|2020-06-11|1,2020-06-11
hCoV-19/India/OR-ILSCV20166/2020|EPI_ISL_463074|2020-05-05|1,hCoV-19/India/OR-ILSCV20166/2020|EPI_ISL_463074|2020-05-05|1,2020-05-05
hCoV-19/India/OR-ILSCV20165/2020|EPI_ISL_463073|2020-05-05|1,hCoV-19/India/OR-ILSCV20165/2020|EPI_ISL_463073|2020-05-05|1,2020-05-05
hCoV-19/India/OR-MW30/2020|EPI_ISL_508434|2020-05-26|2,hCoV-19/India/OR-MW30/2020|EPI_ISL_508434|2020-05-26|2,2020-05-26
hCoV-19/Nigeria/KW298-CV48/2020|EPI_ISL_487107|2020-05-08|1,hCoV-19/Nigeria/KW298-CV48/2020|EPI_ISL_487107|2020-05-08|1,2020-05-08
hCoV-19/India/GJ-GBRC101/2020|EPI_ISL_450790|2020-04-28|1,hCoV-19/India/GJ-GBRC101/2020|EPI_ISL_450790|2020-04-28|1,2020-04-28
hCoV-19/India/GJ-GBRC80/2020|EPI_ISL_455015|2020-04-28|1,hCoV-19/India/GJ-GBRC80/2020|EPI_ISL_455015|2020-04-28|1,2020-04-28
hCoV-19/India/GJ-GBRC102/2020|EPI_ISL_450791|2020-04-27|1,hCoV-19/India/GJ-GBRC102/2020|EPI_ISL_450791|2020-04-27|1,2020-04-27
hCoV-19/India/GJ-GBRC119/2020|EPI_ISL_455016|2020-04-27|1,hCoV-19/India/GJ-GBRC119/2020|EPI_ISL_455016|2020-04-27|1,2020-04-27
hCoV-19/Germany/BY-MVP-0225/2020|EPI_ISL_466895|2020-04-23|1,hCoV-19/Germany/BY-MVP-0225/2020|EPI_ISL_466895|2020-04-23|1,2020-04-23
hCoV-19/SaudiArabia/KAUST-MAKKAH779/2020|EPI_ISL_513248|2020-04-24|1,hCoV-19/SaudiArabia/KAUST-MAKKAH779/2020|EPI_ISL_513248|2020-04-24|1,2020-04-24
hCoV-19/Mali/M002615/2020|EPI_ISL_487447|2020-04-06|1,hCoV-19/Mali/M002615/2020|EPI_ISL_487447|2020-04-06|1,2020-04-06
hCoV-19/Mali/M002663/2020|EPI_ISL_487452|2020-04-09|1,hCoV-19/Mali/M002663/2020|EPI_ISL_487452|2020-04-09|1,2020-04-09
hCoV-19/CotedIvoire/BKE0016/2020|EPI_ISL_614349|2020-05-29|1,hCoV-19/CotedIvoire/BKE0016/2020|EPI_ISL_614349|2020-05-29|1,2020-05-29
hCoV-19/BurkinaFaso/2-009/2020|EPI_ISL_660450|2020-05-08|1,hCoV-19/BurkinaFaso/2-009/2020|EPI_ISL_660450|2020-05-08|1,2020-05-08
hCoV-19/BurkinaFaso/2-012/2020|EPI_ISL_660451|2020-05-10|1,hCoV-19/BurkinaFaso/2-012/2020|EPI_ISL_660451|2020-05-10|1,2020-05-10
hCoV-19/Jordan/IR-ALSR-2578/2020|EPI_ISL_635777|2020-06-25|1,hCoV-19/Jordan/IR-ALSR-2578/2020|EPI_ISL_635777|2020-06-25|1,2020-06-25
hCoV-19/Egypt/CUNCI-HGC7I02/2020|EPI_ISL_529142|2020-07-19|1,hCoV-19/Egypt/CUNCI-HGC7I02/2020|EPI_ISL_529142|2020-07-19|1,2020-07-19
hCoV-19/Egypt/MASRI-018/2020|EPI_ISL_483036|2020-05-10|1,hCoV-19/Egypt/MASRI-018/2020|EPI_ISL_483036|2020-05-10|1,2020-05-10
hCoV-19/Egypt/MASRI-009/2020|EPI_ISL_483035|2020-04-30|1,hCoV-19/Egypt/MASRI-009/2020|EPI_ISL_483035|2020-04-30|1,2020-04-30
hCoV-19/Mali/M002644/2020|EPI_ISL_487450|2020-04-08|1,hCoV-19/Mali/M002644/2020|EPI_ISL_487450|2020-04-08|1,2020-04-08
hCoV-19/Benin/2012/2020|EPI_ISL_476831|2020-04-15|1,hCoV-19/Benin/2012/2020|EPI_ISL_476831|2020-04-15|1,2020-04-15
hCoV-19/Ghana/84260_S28/2020|EPI_ISL_515107|2020-05-25|1,hCoV-19/Ghana/84260_S28/2020|EPI_ISL_515107|2020-05-25|1,2020-05-25
hCoV-19/Ghana/84438_S50/2020|EPI_ISL_515111|2020-05-24|1,hCoV-19/Ghana/84438_S50/2020|EPI_ISL_515111|2020-05-24|1,2020-05-24
hCoV-19/Nigeria/BO-CV345/2020|EPI_ISL_730010|2020-05-08|1,hCoV-19/Nigeria/BO-CV345/2020|EPI_ISL_730010|2020-05-08|1,2020-05-08
hCoV-19/Nigeria/BO-CV326/2020|EPI_ISL_729995|2020-04-19|1,hCoV-19/Nigeria/BO-CV326/2020|EPI_ISL_729995|2020-04-19|1,2020-04-19
hCoV-19/Ghana/2573_S27/2020|EPI_ISL_515082|2020-03-29|1,hCoV-19/Ghana/2573_S27/2020|EPI_ISL_515082|2020-03-29|1,2020-03-29
hCoV-19/Nigeria/BO-CV275/2020|EPI_ISL_729959|2020-04-23|1,hCoV-19/Nigeria/BO-CV275/2020|EPI_ISL_729959|2020-04-23|1,2020-04-23
hCoV-19/England/ALDP-94A6C3/2020|EPI_ISL_556388|2020-06-11|1,hCoV-19/England/ALDP-94A6C3/2020|EPI_ISL_556388|2020-06-11|1,2020-06-11
hCoV-19/USA/VA_6171/2020|EPI_ISL_424907|2020-03-06|2,hCoV-19/USA/VA_6171/2020|EPI_ISL_424907|2020-03-06|2,2020-03-06
hCoV-19/Belgium/ITM_C2183/2020|EPI_ISL_487435|2020-05-13|3,hCoV-19/Belgium/ITM_C2183/2020|EPI_ISL_487435|2020-05-13|3,2020-05-13
hCoV-19/Belgium/ITM_C2182/2020|EPI_ISL_487434|2020-05-20|1,hCoV-19/Belgium/ITM_C2182/2020|EPI_ISL_487434|2020-05-20|1,2020-05-20
hCoV-19/CotedIvoire/BKE0042/2020|EPI_ISL_614352|2020-06-04|2,hCoV-19/CotedIvoire/BKE0042/2020|EPI_ISL_614352|2020-06-04|2,2020-06-04
hCoV-19/CotedIvoire/BKE0366/2020|EPI_ISL_681834|2020-06-18|1,hCoV-19/CotedIvoire/BKE0366/2020|EPI_ISL_681834|2020-06-18|1,2020-06-18
hCoV-19/CotedIvoire/BKE0382/2020|EPI_ISL_681835|2020-06-30|1,hCoV-19/CotedIvoire/BKE0382/2020|EPI_ISL_681835|2020-06-30|1,2020-06-30
hCoV-19/CotedIvoire/BKE0356/2020|EPI_ISL_681833|2020-06-29|1,hCoV-19/CotedIvoire/BKE0356/2020|EPI_ISL_681833|2020-06-29|1,2020-06-29
hCoV-19/CotedIvoire/BKE0248/2020|EPI_ISL_614365|2020-06-20|1,hCoV-19/CotedIvoire/BKE0248/2020|EPI_ISL_614365|2020-06-20|1,2020-06-20
hCoV-19/CotedIvoire/BKE0317/2020|EPI_ISL_614372|2020-06-24|1,hCoV-19/CotedIvoire/BKE0317/2020|EPI_ISL_614372|2020-06-24|1,2020-06-24
hCoV-19/CotedIvoire/BKE0405/2020|EPI_ISL_614375|2020-07-02|1,hCoV-19/CotedIvoire/BKE0405/2020|EPI_ISL_614375|2020-07-02|1,2020-07-02
hCoV-19/CotedIvoire/BKE0430/2020|EPI_ISL_681836|2020-07-03|1,hCoV-19/CotedIvoire/BKE0430/2020|EPI_ISL_681836|2020-07-03|1,2020-07-03
hCoV-19/CotedIvoire/BKE0202/2020|EPI_ISL_614362|2020-06-16|1,hCoV-19/CotedIvoire/BKE0202/2020|EPI_ISL_614362|2020-06-16|1,2020-06-16
hCoV-19/CotedIvoire/BKE0172/2020|EPI_ISL_614357|2020-06-13|2,hCoV-19/CotedIvoire/BKE0172/2020|EPI_ISL_614357|2020-06-13|2,2020-06-13
hCoV-19/CotedIvoire/BKE0173/2020|EPI_ISL_614358|2020-06-13|1,hCoV-19/CotedIvoire/BKE0173/2020|EPI_ISL_614358|2020-06-13|1,2020-06-13
hCoV-19/BurkinaFaso/2-037-1654/2020|EPI_ISL_660453|2020-08-14|1,hCoV-19/BurkinaFaso/2-037-1654/2020|EPI_ISL_660453|2020-08-14|1,2020-08-14
hCoV-19/BurkinaFaso/1689/2020|EPI_ISL_660448|2020-08-14|1,hCoV-19/BurkinaFaso/1689/2020|EPI_ISL_660448|2020-08-14|1,2020-08-14
hCoV-19/BurkinaFaso/1698/2020|EPI_ISL_660449|2020-08-14|2,hCoV-19/BurkinaFaso/1698/2020|EPI_ISL_660449|2020-08-14|2,2020-08-14
hCoV-19/CotedIvoire/BKE0753/2020|EPI_ISL_614384|2020-07-27|1,hCoV-19/CotedIvoire/BKE0753/2020|EPI_ISL_614384|2020-07-27|1,2020-07-27
hCoV-19/CotedIvoire/BKE0916/2020|EPI_ISL_614391|2020-08-23|1,hCoV-19/CotedIvoire/BKE0916/2020|EPI_ISL_614391|2020-08-23|1,2020-08-23
hCoV-19/BurkinaFaso/590/2020|EPI_ISL_660476|2020-06-21|2,hCoV-19/BurkinaFaso/590/2020|EPI_ISL_660476|2020-06-21|2,2020-06-21
hCoV-19/BurkinaFaso/588/2020|EPI_ISL_660475|2020-06-21|1,hCoV-19/BurkinaFaso/588/2020|EPI_ISL_660475|2020-06-21|1,2020-06-21
hCoV-19/CotedIvoire/BKE0310/2020|EPI_ISL_614371|2020-06-24|1,hCoV-19/CotedIvoire/BKE0310/2020|EPI_ISL_614371|2020-06-24|1,2020-06-24
hCoV-19/CotedIvoire/BKE0041/2020|EPI_ISL_614351|2020-06-04|1,hCoV-19/CotedIvoire/BKE0041/2020|EPI_ISL_614351|2020-06-04|1,2020-06-04
hCoV-19/CotedIvoire/BKE0349/2020|EPI_ISL_681832|2020-06-29|1,hCoV-19/CotedIvoire/BKE0349/2020|EPI_ISL_681832|2020-06-29|1,2020-06-29
hCoV-19/CotedIvoire/BKE0213/2020|EPI_ISL_614363|2020-06-15|1,hCoV-19/CotedIvoire/BKE0213/2020|EPI_ISL_614363|2020-06-15|1,2020-06-15
hCoV-19/CotedIvoire/BKE0249/2020|EPI_ISL_614366|2020-06-20|1,hCoV-19/CotedIvoire/BKE0249/2020|EPI_ISL_614366|2020-06-20|1,2020-06-20
hCoV-19/CotedIvoire/BKE0880/2020|EPI_ISL_614387|2020-08-17|1,hCoV-19/CotedIvoire/BKE0880/2020|EPI_ISL_614387|2020-08-17|1,2020-08-17
hCoV-19/CotedIvoire/BKE0633/2020|EPI_ISL_614380|2020-07-17|1,hCoV-19/CotedIvoire/BKE0633/2020|EPI_ISL_614380|2020-07-17|1,2020-07-17
hCoV-19/CotedIvoire/BKE0424/2020|EPI_ISL_614376|2020-07-02|1,hCoV-19/CotedIvoire/BKE0424/2020|EPI_ISL_614376|2020-07-02|1,2020-07-02
hCoV-19/BurkinaFaso/1174/2020|EPI_ISL_660478|2020-07-23|4,hCoV-19/BurkinaFaso/1174/2020|EPI_ISL_660478|2020-07-23|4,2020-07-23
hCoV-19/BurkinaFaso/2-032-1197/2020|EPI_ISL_660479|2020-07-25|2,hCoV-19/BurkinaFaso/2-032-1197/2020|EPI_ISL_660479|2020-07-25|2,2020-07-25
hCoV-19/BurkinaFaso/2359/2020|EPI_ISL_660481|2020-09-11|2,hCoV-19/BurkinaFaso/2359/2020|EPI_ISL_660481|2020-09-11|2,2020-09-11
hCoV-19/BurkinaFaso/2366/2020|EPI_ISL_660482|2020-09-11|1,hCoV-19/BurkinaFaso/2366/2020|EPI_ISL_660482|2020-09-11|1,2020-09-11
hCoV-19/BurkinaFaso/2307/2020|EPI_ISL_660480|2020-09-09|2,hCoV-19/BurkinaFaso/2307/2020|EPI_ISL_660480|2020-09-09|2,2020-09-09
hCoV-19/BurkinaFaso/3567/2020|EPI_ISL_660488|2020-10-09|1,hCoV-19/BurkinaFaso/3567/2020|EPI_ISL_660488|2020-10-09|1,2020-10-09
hCoV-19/UnitedArabEmirates/L920663561/2020|EPI_ISL_520734|2020-04-14|1,hCoV-19/UnitedArabEmirates/L920663561/2020|EPI_ISL_520734|2020-04-14|1,2020-04-14
hCoV-19/UnitedArabEmirates/L123065607/2020|EPI_ISL_520667|2020-04-21|1,hCoV-19/UnitedArabEmirates/L123065607/2020|EPI_ISL_520667|2020-04-21|1,2020-04-21
hCoV-19/UnitedArabEmirates/0114/2020|EPI_ISL_698304|2020-05-15|1,hCoV-19/UnitedArabEmirates/0114/2020|EPI_ISL_698304|2020-05-15|1,2020-05-15
hCoV-19/Jordan/SR-0336/2020|EPI_ISL_450188|2020-04-06|1,hCoV-19/Jordan/SR-0336/2020|EPI_ISL_450188|2020-04-06|1,2020-04-06
hCoV-19/UnitedArabEmirates/0485/2020|EPI_ISL_698653|2020-05-17|1,hCoV-19/UnitedArabEmirates/0485/2020|EPI_ISL_698653|2020-05-17|1,2020-05-17
hCoV-19/England/MILK-9589BA/2020|EPI_ISL_554690|2020-06-15|1,hCoV-19/England/MILK-9589BA/2020|EPI_ISL_554690|2020-06-15|1,2020-06-15
hCoV-19/England/QEUH-BA2A43/2020|EPI_ISL_672898|2020-11-18|1,hCoV-19/England/QEUH-BA2A43/2020|EPI_ISL_672898|2020-11-18|1,2020-11-18
hCoV-19/UnitedArabEmirates/0015/2020|EPI_ISL_698225|2020-05-07|1,hCoV-19/UnitedArabEmirates/0015/2020|EPI_ISL_698225|2020-05-07|1,2020-05-07
hCoV-19/UnitedArabEmirates/0440/2020|EPI_ISL_698614|2020-05-15|3,hCoV-19/UnitedArabEmirates/0440/2020|EPI_ISL_698614|2020-05-15|3,2020-05-15
hCoV-19/UnitedArabEmirates/0619/2020|EPI_ISL_698775|2020-05-15|1,hCoV-19/UnitedArabEmirates/0619/2020|EPI_ISL_698775|2020-05-15|1,2020-05-15
hCoV-19/UnitedArabEmirates/0179/2020|EPI_ISL_698366|2020-05-18|2,hCoV-19/UnitedArabEmirates/0179/2020|EPI_ISL_698366|2020-05-18|2,2020-05-18
hCoV-19/UnitedArabEmirates/0380/2020|EPI_ISL_698555|2020-05-19|1,hCoV-19/UnitedArabEmirates/0380/2020|EPI_ISL_698555|2020-05-19|1,2020-05-19
hCoV-19/UnitedArabEmirates/0058/2020|EPI_ISL_698266|2020-05-15|1,hCoV-19/UnitedArabEmirates/0058/2020|EPI_ISL_698266|2020-05-15|1,2020-05-15
hCoV-19/UnitedArabEmirates/0181/2020|EPI_ISL_698368|2020-05-18|1,hCoV-19/UnitedArabEmirates/0181/2020|EPI_ISL_698368|2020-05-18|1,2020-05-18
hCoV-19/Uganda/UG012/2020|EPI_ISL_451194|2020-03-22|1,hCoV-19/Uganda/UG012/2020|EPI_ISL_451194|2020-03-22|1,2020-03-22
hCoV-19/UnitedArabEmirates/L3290165435/2020|EPI_ISL_520683|2020-05-13|1,hCoV-19/UnitedArabEmirates/L3290165435/2020|EPI_ISL_520683|2020-05-13|1,2020-05-13
hCoV-19/Oman/RESP-20-2631/2020|EPI_ISL_457976|2020-03-17|1,hCoV-19/Oman/RESP-20-2631/2020|EPI_ISL_457976|2020-03-17|1,2020-03-17
hCoV-19/Gabon/ITM-K027/2020|EPI_ISL_539575|2020-03-27|1,hCoV-19/Gabon/ITM-K027/2020|EPI_ISL_539575|2020-03-27|1,2020-03-27
hCoV-19/UnitedArabEmirates/0342/2020|EPI_ISL_698517|2020-05-16|5,hCoV-19/UnitedArabEmirates/0342/2020|EPI_ISL_698517|2020-05-16|5,2020-05-16
hCoV-19/UnitedArabEmirates/0057/2020|EPI_ISL_698265|2020-05-15|1,hCoV-19/UnitedArabEmirates/0057/2020|EPI_ISL_698265|2020-05-15|1,2020-05-15
hCoV-19/UnitedArabEmirates/0470/2020|EPI_ISL_698639|2020-05-18|1,hCoV-19/UnitedArabEmirates/0470/2020|EPI_ISL_698639|2020-05-18|1,2020-05-18
hCoV-19/UnitedArabEmirates/0472/2020|EPI_ISL_698641|2020-05-18|1,hCoV-19/UnitedArabEmirates/0472/2020|EPI_ISL_698641|2020-05-18|1,2020-05-18
hCoV-19/UnitedArabEmirates/0204/2020|EPI_ISL_698390|2020-05-17|1,hCoV-19/UnitedArabEmirates/0204/2020|EPI_ISL_698390|2020-05-17|1,2020-05-17
hCoV-19/UnitedArabEmirates/0837/2020|EPI_ISL_698976|2020-05-19|2,hCoV-19/UnitedArabEmirates/0837/2020|EPI_ISL_698976|2020-05-19|2,2020-05-19
hCoV-19/UnitedArabEmirates/0886/2020|EPI_ISL_699024|2020-05-19|1,hCoV-19/UnitedArabEmirates/0886/2020|EPI_ISL_699024|2020-05-19|1,2020-05-19
hCoV-19/UnitedArabEmirates/L3290222605/2020|EPI_ISL_520688|2020-05-18|1,hCoV-19/UnitedArabEmirates/L3290222605/2020|EPI_ISL_520688|2020-05-18|1,2020-05-18
hCoV-19/UnitedArabEmirates/L104447095/2020|EPI_ISL_520663|2020-05-02|1,hCoV-19/UnitedArabEmirates/L104447095/2020|EPI_ISL_520663|2020-05-02|1,2020-05-02
hCoV-19/UnitedArabEmirates/L3300054450/2020|EPI_ISL_520711|2020-06-05|1,hCoV-19/UnitedArabEmirates/L3300054450/2020|EPI_ISL_520711|2020-06-05|1,2020-06-05
hCoV-19/UnitedArabEmirates/L3290223961/2020|EPI_ISL_520689|2020-05-18|1,hCoV-19/UnitedArabEmirates/L3290223961/2020|EPI_ISL_520689|2020-05-18|1,2020-05-18
hCoV-19/UnitedArabEmirates/0347/2020|EPI_ISL_698522|2020-05-15|1,hCoV-19/UnitedArabEmirates/0347/2020|EPI_ISL_698522|2020-05-15|1,2020-05-15
hCoV-19/UnitedArabEmirates/0296/2020|EPI_ISL_698475|2020-05-17|1,hCoV-19/UnitedArabEmirates/0296/2020|EPI_ISL_698475|2020-05-17|1,2020-05-17
hCoV-19/Sweden/20-07394/2020|EPI_ISL_452236|2020-04-14|1,hCoV-19/Sweden/20-07394/2020|EPI_ISL_452236|2020-04-14|1,2020-04-14
hCoV-19/UnitedArabEmirates/0652/2020|EPI_ISL_708832|2020-05-15|1,hCoV-19/UnitedArabEmirates/0652/2020|EPI_ISL_708832|2020-05-15|1,2020-05-15
hCoV-19/UnitedArabEmirates/L2004034664/2020|EPI_ISL_520670|2020-04-17|1,hCoV-19/UnitedArabEmirates/L2004034664/2020|EPI_ISL_520670|2020-04-17|1,2020-04-17
