Full_name_in_ali	GISAID_name	Date	Seq_source	FMBA_ID	Country	Region_from_meta	Pangolin_clade	GISAID_clade	NL_NAME	Lineage
hCoV-19/Russia/Moscow-FMBA_SK-212_S123/2020||2020-09-25|1	Russia/Moscow-FMBA_SK-212_S123/2020	2020-09-25	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0002054
hCoV-19/Russia/Moscow-FMBA_SK-217_S107/2020||2020-10-05|1	Russia/Moscow-FMBA_SK-217_S107/2020	2020-10-05	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-225_S97/2020||2020-09-30|1	Russia/Moscow-FMBA_SK-225_S97/2020	2020-09-30	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0032613
hCoV-19/Russia/Moscow-FMBA_SK-230_S129/2020||2020|1	Russia/Moscow-FMBA_SK-230_S129/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0006361
hCoV-19/Russia/Moscow-FMBA_SK-240_S146/2020||2020|1	Russia/Moscow-FMBA_SK-240_S146/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015600
hCoV-19/Russia/Moscow-FMBA_SK-241_S138/2020||2020|1	Russia/Moscow-FMBA_SK-241_S138/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0004027
hCoV-19/Russia/Moscow-FMBA_SK-246_S113/2020||2020-10-04|1	Russia/Moscow-FMBA_SK-246_S113/2020	2020-10-04	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0002570
hCoV-19/Russia/Moscow-FMBA_SK-261_S127/2020||2020|1	Russia/Moscow-FMBA_SK-261_S127/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-281_S145/2020||2020-10-07|1	Russia/Moscow-FMBA_SK-281_S145/2020	2020-10-07	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0002570
hCoV-19/Russia/Moscow-FMBA_SK-288_S146/2020||2020-10-07|1	Russia/Moscow-FMBA_SK-288_S146/2020	2020-10-07	NA	NA	Russia	Moscow	B.1.1.294	NA	г. Москва	NODE_0038933
hCoV-19/Russia/Moscow-FMBA_SK-299_S159/2020||2020-10-07|1	Russia/Moscow-FMBA_SK-299_S159/2020	2020-10-07	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0039838
hCoV-19/Russia/Moscow-FMBA_SK-301_S150/2020||2020-10-07|1	Russia/Moscow-FMBA_SK-301_S150/2020	2020-10-07	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0033299
hCoV-19/Russia/Moscow-FMBA_SK-306_S130/2020||2020|1	Russia/Moscow-FMBA_SK-306_S130/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-311_S156/2020||2020|1	Russia/Moscow-FMBA_SK-311_S156/2020	2020	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0033087
hCoV-19/Russia/Moscow-FMBA_SK-312_S108/2020||2020-10-07|1	Russia/Moscow-FMBA_SK-312_S108/2020	2020-10-07	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-328_S154/2020||2020-10-09|1	Russia/Moscow-FMBA_SK-328_S154/2020	2020-10-09	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0033087
hCoV-19/Russia/Moscow-FMBA_SK-329_S78/2020||2020-10-09|1	Russia/Moscow-FMBA_SK-329_S78/2020	2020-10-09	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-334_S76/2020||2020-10-09|1	Russia/Moscow-FMBA_SK-334_S76/2020	2020-10-09	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-336_S73/2020||2020-10-09|1	Russia/Moscow-FMBA_SK-336_S73/2020	2020-10-09	NA	NA	Russia	Moscow	B.1.1.294	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-346_S98/2020||2020-10-09|1	Russia/Moscow-FMBA_SK-346_S98/2020	2020-10-09	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0021350
hCoV-19/Russia/Moscow-FMBA_SK-358_S68/2020||2020-10-09|1	Russia/Moscow-FMBA_SK-358_S68/2020	2020-10-09	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0030939
hCoV-19/Russia/Moscow-FMBA_SK-367_S75/2020||2020-10-14|1	Russia/Moscow-FMBA_SK-367_S75/2020	2020-10-14	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-368_S106/2020||2020-10-14|1	Russia/Moscow-FMBA_SK-368_S106/2020	2020-10-14	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-372_S66/2020||2020-10-14|1	Russia/Moscow-FMBA_SK-372_S66/2020	2020-10-14	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0033087
hCoV-19/Russia/Moscow-FMBA_SK-375_S122/2020||2020|1	Russia/Moscow-FMBA_SK-375_S122/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-380_S114/2020||2020-10-14|1	Russia/Moscow-FMBA_SK-380_S114/2020	2020-10-14	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0033087
hCoV-19/Russia/Moscow-FMBA_SK-385_S164/2020||2020-10-14|1	Russia/Moscow-FMBA_SK-385_S164/2020	2020-10-14	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0032738
hCoV-19/Russia/Moscow-FMBA_SK-386_S70/2020||2020-10-14|1	Russia/Moscow-FMBA_SK-386_S70/2020	2020-10-14	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-387_S118/2020||2020-10-14|1	Russia/Moscow-FMBA_SK-387_S118/2020	2020-10-14	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0039664
hCoV-19/Russia/Moscow-FMBA_SK-388_S115/2020||2020|1	Russia/Moscow-FMBA_SK-388_S115/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-389_S82/2020||2020-10-14|1	Russia/Moscow-FMBA_SK-389_S82/2020	2020-10-14	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0005322
hCoV-19/Russia/Moscow-FMBA_SK-391_S109/2020||2020-10-14|1	Russia/Moscow-FMBA_SK-391_S109/2020	2020-10-14	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0033087
hCoV-19/Russia/Moscow-FMBA_SK-392_S92/2020||2020-10-09|1	Russia/Moscow-FMBA_SK-392_S92/2020	2020-10-09	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0033294
hCoV-19/Russia/Moscow-FMBA_SK-393_S72/2020||2020-10-09|1	Russia/Moscow-FMBA_SK-393_S72/2020	2020-10-09	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0037016
hCoV-19/Russia/Moscow-FMBA_SK-397_S81/2020||2020-10-09|1	Russia/Moscow-FMBA_SK-397_S81/2020	2020-10-09	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-398_S93/2020||2020-10-14|1	Russia/Moscow-FMBA_SK-398_S93/2020	2020-10-14	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-399_S86/2020||2020-10-14|1	Russia/Moscow-FMBA_SK-399_S86/2020	2020-10-14	NA	NA	Russia	Moscow	B.1.1.31	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-411_S80/2020||2020-10-12|1	Russia/Moscow-FMBA_SK-411_S80/2020	2020-10-12	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-414_S84/2020||2020-10-09|1	Russia/Moscow-FMBA_SK-414_S84/2020	2020-10-09	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0037016
hCoV-19/Russia/Moscow-FMBA_SK-421_S155/2020||2020-10-12|1	Russia/Moscow-FMBA_SK-421_S155/2020	2020-10-12	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0040195
hCoV-19/Russia/Moscow-FMBA_SK-425_S133/2020||2020-10-12|1	Russia/Moscow-FMBA_SK-425_S133/2020	2020-10-12	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-428_S134/2020||2020-10-12|1	Russia/Moscow-FMBA_SK-428_S134/2020	2020-10-12	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-430_S156/2020||2020-10-12|1	Russia/Moscow-FMBA_SK-430_S156/2020	2020-10-12	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-433_S91/2020||2020-10-12|1	Russia/Moscow-FMBA_SK-433_S91/2020	2020-10-12	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-434_S95/2020||2020-10-09|1	Russia/Moscow-FMBA_SK-434_S95/2020	2020-10-09	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-448_S147/2020||2020-10-19|1	Russia/Moscow-FMBA_SK-448_S147/2020	2020-10-19	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-456_S101/2020||2020-10-19|1	Russia/Moscow-FMBA_SK-456_S101/2020	2020-10-19	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0039814
hCoV-19/Russia/Moscow-FMBA_SK-459_S99/2020||2020-10-19|1	Russia/Moscow-FMBA_SK-459_S99/2020	2020-10-19	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-462_S110/2020||2020-10-19|1	Russia/Moscow-FMBA_SK-462_S110/2020	2020-10-19	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-487_S86/2020||2020-10-19|1	Russia/Moscow-FMBA_SK-487_S86/2020	2020-10-19	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-498_S135/2020||2020-10-14|1	Russia/Moscow-FMBA_SK-498_S135/2020	2020-10-14	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-510_S134/2020||2020|1	Russia/Moscow-FMBA_SK-510_S134/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0040189
hCoV-19/Russia/Moscow-FMBA_SK-518_S100/2020||2020-10-14|1	Russia/Moscow-FMBA_SK-518_S100/2020	2020-10-14	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0005552
hCoV-19/Russia/Moscow-FMBA_SK-519_S79/2020||2020-10-14|1	Russia/Moscow-FMBA_SK-519_S79/2020	2020-10-14	NA	NA	Russia	Moscow	B.1.*	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-527_S149/2020||2020|1	Russia/Moscow-FMBA_SK-527_S149/2020	2020	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-532_S104/2020||2020-10-14|1	Russia/Moscow-FMBA_SK-532_S104/2020	2020-10-14	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0040195
hCoV-19/Russia/Moscow-FMBA_SK-537_S162/2020||2020|1	Russia/Moscow-FMBA_SK-537_S162/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-541_S103/2020||2020-10-19|1	Russia/Moscow-FMBA_SK-541_S103/2020	2020-10-19	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-544_S96/2020||2020-10-09|1	Russia/Moscow-FMBA_SK-544_S96/2020	2020-10-09	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015780
hCoV-19/Russia/Moscow-FMBA_SK-547_S89/2020||2020-10-19|1	Russia/Moscow-FMBA_SK-547_S89/2020	2020-10-19	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0039814
hCoV-19/Russia/Moscow-FMBA_SK-548_S87/2020||2020-10-19|1	Russia/Moscow-FMBA_SK-548_S87/2020	2020-10-19	NA	NA	Russia	Moscow	B.1.1.294	NA	г. Москва	NODE_0038984
hCoV-19/Russia/Moscow-FMBA_SK-552_S119/2020||2020-10-19|1	Russia/Moscow-FMBA_SK-552_S119/2020	2020-10-19	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-553_S163/2020||2020|1	Russia/Moscow-FMBA_SK-553_S163/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-556_S104/2020||2020-10-19|1	Russia/Moscow-FMBA_SK-556_S104/2020	2020-10-19	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-561_S115/2020||2020-10-09|1	Russia/Moscow-FMBA_SK-561_S115/2020	2020-10-09	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0037034
hCoV-19/Russia/Moscow-FMBA_SK-565_S157/2020||2020|1	Russia/Moscow-FMBA_SK-565_S157/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-566_S67/2020||2020-10-19|1	Russia/Moscow-FMBA_SK-566_S67/2020	2020-10-19	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-567_S150/2020||2020|1	Russia/Moscow-FMBA_SK-567_S150/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-571_S148/2020||2020|1	Russia/Moscow-FMBA_SK-571_S148/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0040195
hCoV-19/Russia/Moscow-FMBA_SK-576_S87/2020||2020-10-09|1	Russia/Moscow-FMBA_SK-576_S87/2020	2020-10-09	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0020439
hCoV-19/Russia/Moscow-FMBA_SK-577_S85/2020||2020-10-09|1	Russia/Moscow-FMBA_SK-577_S85/2020	2020-10-09	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0033252
hCoV-19/Russia/Moscow-FMBA_SK-581_S74/2020||2020-10-14|1	Russia/Moscow-FMBA_SK-581_S74/2020	2020-10-14	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0014921
hCoV-19/Russia/Moscow-FMBA_SK-585_S69/2020||2020-10-14|1	Russia/Moscow-FMBA_SK-585_S69/2020	2020-10-14	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-587_S71/2020||2020-10-14|1	Russia/Moscow-FMBA_SK-587_S71/2020	2020-10-14	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-593_S160/2020||2020-10-12|1	Russia/Moscow-FMBA_SK-593_S160/2020	2020-10-12	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-595_S79/2020||2020-10-12|1	Russia/Moscow-FMBA_SK-595_S79/2020	2020-10-12	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0015660
hCoV-19/Russia/Moscow-FMBA_SK-597_S83/2020||2020-10-12|1	Russia/Moscow-FMBA_SK-597_S83/2020	2020-10-12	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0040195
hCoV-19/Russia/Moscow-FMBA_SK-598_S105/2020||2020-10-12|1	Russia/Moscow-FMBA_SK-598_S105/2020	2020-10-12	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0040195
hCoV-19/Russia/Moscow-FMBA_SK-599_S77/2020||2020-10-12|1	Russia/Moscow-FMBA_SK-599_S77/2020	2020-10-12	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-600_S94/2020||2020-10-12|1	Russia/Moscow-FMBA_SK-600_S94/2020	2020-10-12	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-602_S102/2020||2020-10-14|1	Russia/Moscow-FMBA_SK-602_S102/2020	2020-10-14	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-609_S80/2020||2020-10-09|1	Russia/Moscow-FMBA_SK-609_S80/2020	2020-10-09	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-612_S97/2020||2020-10-19|1	Russia/Moscow-FMBA_SK-612_S97/2020	2020-10-19	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0033412
hCoV-19/Russia/Moscow-FMBA_SK-613_S88/2020||2020-10-19|1	Russia/Moscow-FMBA_SK-613_S88/2020	2020-10-19	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-615_S89/2020||2020-10-19|1	Russia/Moscow-FMBA_SK-615_S89/2020	2020-10-19	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-621_S98/2020||2020-10-19|1	Russia/Moscow-FMBA_SK-621_S98/2020	2020-10-19	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0032543
hCoV-19/Russia/Moscow-FMBA_SK-622_S94/2020||2020-10-19|1	Russia/Moscow-FMBA_SK-622_S94/2020	2020-10-19	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0041059
hCoV-19/Russia/Moscow-FMBA_SK-628_S136/2020||2020-11-05|1	Russia/Moscow-FMBA_SK-628_S136/2020	2020-11-05	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-632_S164/2020||2020|1	Russia/Moscow-FMBA_SK-632_S164/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-634_S116/2020||2020|1	Russia/Moscow-FMBA_SK-634_S116/2020	2020	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0015339
hCoV-19/Russia/Moscow-FMBA_SK-641_S125/2020||2020-11-02|1	Russia/Moscow-FMBA_SK-641_S125/2020	2020-11-02	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0002570
hCoV-19/Russia/Moscow-FMBA_SK-642_S104/2020||2020|1	Russia/Moscow-FMBA_SK-642_S104/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0004014
hCoV-19/Russia/Moscow-FMBA_SK-648_S81/2020||2020-11-02|1	Russia/Moscow-FMBA_SK-648_S81/2020	2020-11-02	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0032698
hCoV-19/Russia/Moscow-FMBA_SK-651_S73/2020||2020-11-02|1	Russia/Moscow-FMBA_SK-651_S73/2020	2020-11-02	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-659_S118/2020||2020|1	Russia/Moscow-FMBA_SK-659_S118/2020	2020	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0032698
hCoV-19/Russia/Moscow-FMBA_SK-660_S105/2020||2020-11-02|1	Russia/Moscow-FMBA_SK-660_S105/2020	2020-11-02	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0015406
hCoV-19/Russia/Moscow-FMBA_SK-665_S161/2020||2020-10-29|1	Russia/Moscow-FMBA_SK-665_S161/2020	2020-10-29	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-671_S102/2020||2020|1	Russia/Moscow-FMBA_SK-671_S102/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-672_S103/2020||2020|1	Russia/Moscow-FMBA_SK-672_S103/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-674_S107/2020||2020|1	Russia/Moscow-FMBA_SK-674_S107/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0034827
hCoV-19/Russia/Moscow-FMBA_SK-675_S135/2020||2020|1	Russia/Moscow-FMBA_SK-675_S135/2020	2020	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-677_S112/2020||2020|1	Russia/Moscow-FMBA_SK-677_S112/2020	2020	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0015406
hCoV-19/Russia/Moscow-FMBA_SK-680_S137/2020||2020-10-26|1	Russia/Moscow-FMBA_SK-680_S137/2020	2020-10-26	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0039838
hCoV-19/Russia/Moscow-FMBA_SK-685_S165/2020||2020|1	Russia/Moscow-FMBA_SK-685_S165/2020	2020	NA	NA	Russia	Moscow	B.1.1.294	NA	г. Москва	NODE_0038984
hCoV-19/Russia/Moscow-FMBA_SK-692_S162/2020||2020-10-19|1	Russia/Moscow-FMBA_SK-692_S162/2020	2020-10-19	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0005651
hCoV-19/Russia/Moscow-FMBA_SK-697_S141/2020||2020|1	Russia/Moscow-FMBA_SK-697_S141/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-698_S151/2020||2020|1	Russia/Moscow-FMBA_SK-698_S151/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0006361
hCoV-19/Russia/Moscow-FMBA_SK-702_S98/2020||2020|1	Russia/Moscow-FMBA_SK-702_S98/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0008070
hCoV-19/Russia/Moscow-FMBA_SK-703_S126/2020||2020-10-23|1	Russia/Moscow-FMBA_SK-703_S126/2020	2020-10-23	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-707_S84/2020||2020-10-23|1	Russia/Moscow-FMBA_SK-707_S84/2020	2020-10-23	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-714_S93/2020||2020|1	Russia/Moscow-FMBA_SK-714_S93/2020	2020	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0039814
hCoV-19/Russia/Moscow-FMBA_SK-717_S142/2020||2020|1	Russia/Moscow-FMBA_SK-717_S142/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0039838
hCoV-19/Russia/Moscow-FMBA_SK-718_S82/2020||2020-10-23|1	Russia/Moscow-FMBA_SK-718_S82/2020	2020-10-23	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0008070
hCoV-19/Russia/Moscow-FMBA_SK-725_S152/2020||2020|1	Russia/Moscow-FMBA_SK-725_S152/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0020213
hCoV-19/Russia/Moscow-FMBA_SK-734_S100/2020||2020|1	Russia/Moscow-FMBA_SK-734_S100/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-747_S62/2020||2020|1	Russia/Moscow-FMBA_SK-747_S62/2020	2020	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0037034
hCoV-19/Russia/Moscow-FMBA_SK-748_S138/2020||2020-10-26|1	Russia/Moscow-FMBA_SK-748_S138/2020	2020-10-26	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0032738
hCoV-19/Russia/Moscow-FMBA_SK-753_S139/2020||2020|1	Russia/Moscow-FMBA_SK-753_S139/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0032708
hCoV-19/Russia/Moscow-FMBA_SK-756_S100/2020||2020-10-29|1	Russia/Moscow-FMBA_SK-756_S100/2020	2020-10-29	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0008070
hCoV-19/Russia/Moscow-FMBA_SK-759_S105/2020||2020|1	Russia/Moscow-FMBA_SK-759_S105/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0015463
hCoV-19/Russia/Moscow-FMBA_SK-760_S108/2020||2020|1	Russia/Moscow-FMBA_SK-760_S108/2020	2020	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0037034
hCoV-19/Russia/Moscow-FMBA_SK-761_S160/2020||2020|1	Russia/Moscow-FMBA_SK-761_S160/2020	2020	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-764_S136/2020||2020|1	Russia/Moscow-FMBA_SK-764_S136/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	NODE_0039776
hCoV-19/Russia/Moscow-FMBA_SK-775_S95/2020||2020|1	Russia/Moscow-FMBA_SK-775_S95/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-776_S99/2020||2020|1	Russia/Moscow-FMBA_SK-776_S99/2020	2020	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	NODE_0040195
hCoV-19/Russia/Moscow-FMBA_SK-777_S116/2020||2020-10-26|1	Russia/Moscow-FMBA_SK-777_S116/2020	2020-10-26	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-781_S101/2020||2020-10-29|1	Russia/Moscow-FMBA_SK-781_S101/2020	2020-10-29	NA	NA	Russia	Moscow	B.1.1.*	NA	г. Москва	single_seq
hCoV-19/Russia/Moscow-FMBA_SK-782_S111/2020||2020|1	Russia/Moscow-FMBA_SK-782_S111/2020	2020	NA	NA	Russia	Moscow	B.1.1	NA	г. Москва	single_seq
